Gene,BaseMean,Log2FoldChange,Mean_Mock,Mean_Infected,Statistic,PValue,FDR,Significance
TTLL3,2.8895316366975994,-0.4150290949485007,3.0970461841718495,2.682017089223349,-0.704596895098638,0.4958225704614486,0.7327450685309824,Not Significant
CERS4,5.18172300459379,-0.41514797788395175,5.3892969935357655,4.974149015651814,-1.8656226117324022,0.08823410205941037,0.253464164563172,Not Significant
TSN,9.256019711029545,-0.41518169134965,9.463610556704369,9.048428865354719,-4.032458870517565,0.0010944452917899105,0.015136902166909955,Not Significant
AGO1,6.894159951923094,-0.4152248027138956,7.101772353280042,6.6865475505661465,-1.2744213358856296,0.22545839841610565,0.4592683402210015,Not Significant
CD14,3.9112908803651445,-0.41530878263811255,4.1189452716842005,3.703636489046088,-1.1236112691066715,0.28802307144305256,0.5344406353778446,Not Significant
ADIPOR2,9.585735597889697,-0.41537909196371814,9.793425143871556,9.378046051907837,-4.195072915595224,0.0007988612259367874,0.012593139311335174,Not Significant
FAHD2A,6.401759357203252,-0.41548504980998313,6.609501882108243,6.19401683229826,-1.3368596707222518,0.20124437993194497,0.4298632275147998,Not Significant
ANAPC1,8.800689296529686,-0.4155934941548889,9.00848604360713,8.592892549452241,-2.308785533227338,0.03563962750657527,0.13950279142430408,Not Significant
AP5M1,8.059674902680321,-0.41588085856158497,8.267615331961114,7.851734473399529,-0.9196509777277199,0.37328625550568184,0.6284266599274212,Not Significant
FBN2,6.937178805888975,-0.415960207434777,7.145158909606364,6.729198702171587,-0.24656189647298088,0.808769848773728,0.9205405821247695,Not Significant
LRP11,8.30455951112395,-0.4159816911002494,8.512550356674074,8.096568665573825,-2.0298454369672854,0.06263111850335215,0.20200263121136405,Not Significant
EXOSC2,7.4807466241530065,-0.41605560253163265,7.688774425418823,7.272718822887191,-3.4439358370708097,0.003936950863380598,0.03422787453346947,Not Significant
ZNF358,6.196732061348333,-0.4164428753560969,6.404953499026382,5.988510623670285,-0.8794960171677284,0.39361026945984257,0.6485618418711002,Not Significant
CGN,7.558722649881947,-0.4164981506522105,7.766971725208052,7.350473574555841,-0.3195960770243463,0.7545898507774356,0.8988266922921077,Not Significant
FBXL13,2.5620434186856214,-0.416682466796678,2.77038465208396,2.353702185287282,-1.0039702439218117,0.33666713722200525,0.590922748610801,Not Significant
NAGLU,8.46957064290433,-0.41676449255519366,8.677952889181926,8.261188396626732,-2.2944529023035067,0.03871628972026264,0.14807452119944176,Not Significant
NCAPG2,7.571622768218891,-0.41681253920582595,7.780029037821803,7.363216498615977,-0.7313538466845378,0.47608709735511756,0.7171682464385908,Not Significant
HS6ST1,7.010867133887233,-0.41681801304060695,7.219276140407536,6.802458127366929,-0.7566275333309348,0.4613963950116198,0.7054335888729938,Not Significant
TMEM184B,8.854794794107656,-0.41685506136829176,9.063222324791802,8.64636726342351,-0.7214290371129534,0.4836256222249623,0.7232965454431118,Not Significant
PPAN,3.36051216505157,-0.41764714479035714,3.5693357374467487,3.1516885926563916,-1.8399609279856841,0.089320043871245,0.2556471365736369,Not Significant
SLC30A5,8.177763089570842,-0.4178828819798337,8.386704530560758,7.968821648580924,-3.676110474027507,0.0034642092315941442,0.031771747524049154,Not Significant
ANKS3,6.969452587514192,-0.41791129750231715,7.1784082362653505,6.760496938763033,-1.8482173104482484,0.08448551908338853,0.2461068873570817,Not Significant
DAZAP1,9.108792923782937,-0.41792631920973733,9.317756083387806,8.899829764178069,-1.3370819466311206,0.20845569623820276,0.43955300567918004,Not Significant
RAD51D,5.557096782494473,-0.41801089569606553,5.766102230342506,5.3480913346464405,-1.4765878100002081,0.16672071685964523,0.3798064818805883,Not Significant
KLHDC2,7.67300145075183,-0.418037374442501,7.88202013797308,7.463982763530579,-1.563601367532459,0.1404665038027153,0.34074853286272044,Not Significant
ATP6V1A,9.138374541886252,-0.4181483239902768,9.34744870388139,8.929300379891114,-1.3769745694050048,0.19083273667663245,0.4150093373794797,Not Significant
CRYL1,5.510849494213944,-0.4182736511503915,5.71998631978914,5.301712668638748,-0.7144410222131213,0.4860076503523638,0.7254637826120556,Not Significant
PIEZO2,5.1792865721953305,-0.4182937714771864,5.388433457933924,4.970139686456737,-0.42120187143766813,0.6801891005078995,0.8591188643756581,Not Significant
METTL8,7.234363313448705,-0.41849656150337466,7.443611594200393,7.025115032697018,-0.9085068693732609,0.3780909262231793,0.6334250582180537,Not Significant
RPS8,12.091855168277188,-0.4185168713503433,12.301113603952361,11.882596732602018,-3.021402147321473,0.008749934548441841,0.05570197944977073,Not Significant
INPP5J,2.3315169259161457,-0.41865204815959256,2.540842949995942,2.1221909018363494,-0.6291698845663827,0.5402158370302086,0.7641161165771975,Not Significant
PEG10,9.040227062888757,-0.4191197160249498,9.249786920901231,8.830667204876281,-2.8553288987827066,0.012316071774709303,0.06975738149623001,Not Significant
CDH24,6.141669578824514,-0.4191948676262216,6.351267012637625,5.932072145011404,-1.4947932872728473,0.15572015473634418,0.3642359863822447,Not Significant
NAPEPLD,6.504492080664889,-0.4193837716158013,6.714183966472789,6.294800194856988,-2.630833535167419,0.019370662870346642,0.09312101368722606,Not Significant
GPS2,8.603194147674412,-0.41992303077564763,8.813155663062235,8.393232632286587,-2.673770275922695,0.018911613033333916,0.09171607435609491,Not Significant
SLC25A3,11.543614972243311,-0.4200858882328138,11.75365791635972,11.333572028126905,-5.2315942129526976,0.0005911605408580903,0.010542362978635943,Not Significant
AKTIP,7.053135473797554,-0.42029537080858326,7.263283159201846,6.842987788393263,-1.0060719544254446,0.33774691645967037,0.5917765919735422,Not Significant
PTBP1,10.627424734874792,-0.4203901420667542,10.837619805908169,10.417229663841415,-2.3305721983415677,0.03661547461843569,0.14220692069731788,Not Significant
MEIS3,5.221701494147983,-0.42052793407640365,5.431965461186185,5.0114375271097815,-0.3715409952358599,0.7154334646933977,0.8794307697179596,Not Significant
SEPT1,2.675868913014849,-0.42075566271105513,2.8862467443703768,2.4654910816593216,-0.955034120176893,0.3567628981277816,0.6117545962706469,Not Significant
NIPA2,9.103242325281927,-0.4208940721868366,9.313689361375346,8.89279528918851,-0.7856351093776313,0.44474282533239173,0.6921923619730972,Not Significant
MST1R,6.731915296948856,-0.42125352237505087,6.942542058136381,6.52128853576133,-0.521798807700291,0.6100918560007638,0.8137324506577395,Not Significant
CTSH,7.022365393104225,-0.4215411544203791,7.233135970314415,6.811594815894036,-0.31634066061152244,0.7561183268075006,0.8992688814129225,Not Significant
ITGB3BP,6.417497562588954,-0.42163313881564246,6.628314131996776,6.206680993181133,-0.8266237690505448,0.42153227472888777,0.673037592606459,Not Significant
FUCA1,7.19797228759141,-0.4220677102266732,7.4090061427047464,6.986938432478073,-1.3000744786099125,0.21323039354638826,0.44546982323608253,Not Significant
CAMK1,5.485903469532228,-0.42214650996918657,5.696976724516821,5.2748302145476345,-1.2405628009542433,0.23647049724148156,0.47332954351629913,Not Significant
FAT1,11.422440417627522,-0.4221483177741945,11.633514576514619,11.211366258740425,-0.9161886257773831,0.3741473786384777,0.6293983040471337,Not Significant
MEGF9,7.9307359280143315,-0.4221927074521634,8.141832281740413,7.71963957428825,-0.7896483405024637,0.4423936816435856,0.6906953008208563,Not Significant
PTPRN,1.8854388298593396,-0.4222172703805154,2.096547465049597,1.6743301946690818,-0.41357050314337135,0.6858283101552803,0.8620788785241175,Not Significant
ACAD11,2.8219804664073522,-0.4223693158311521,3.0331651243229283,2.610795808491776,-0.8025080779003048,0.4409562164180575,0.6897686599295612,Not Significant
GEMIN7,7.706212737682794,-0.4225634872072499,7.917494481286419,7.494930994079169,-1.5598427744360996,0.13989458114441713,0.3397791489594211,Not Significant
HGSNAT,8.613316074786407,-0.42271549151205257,8.824673820542435,8.401958329030382,-3.726100484302879,0.0023136863006461535,0.024491100814047175,Not Significant
TMEM234,5.383444116095017,-0.4227249907584918,5.5948066114742625,5.172081620715771,-1.3561621220325366,0.19839803562217762,0.42569377983723267,Not Significant
EOMES,3.151959687983708,-0.42284398423773073,3.3633816801025733,2.9405376958648426,-0.885786663303437,0.39264807849605043,0.6475851333283648,Not Significant
FANCA,6.706973505722833,-0.4228615641359088,6.918404287790787,6.495542723654879,-0.8305680710833097,0.41924553765922157,0.6707831408728683,Not Significant
PDLIM7,9.12754540787082,-0.4229691466188594,9.339029981180248,8.916060834561389,-0.750640424301519,0.46467516897973615,0.7080396986299453,Not Significant
SNX5,9.843530679612272,-0.423034534056848,10.055047946640695,9.632013412583847,-0.641585058592917,0.5308950641237631,0.7582148156116093,Not Significant
SLC2A3,6.863548873985736,-0.42313367358398146,7.075115710777727,6.651982037193745,-0.16502189963730451,0.8711421786608392,0.949495571169064,Not Significant
SLC27A5,4.973670905992288,-0.4231949300768081,5.185268371030692,4.762073440953884,-0.6893585788134768,0.5011247034083621,0.737108299354819,Not Significant
MRPL30,8.994450421542918,-0.42321096068464215,9.20605590188524,8.782844941200597,-2.870260392785451,0.011677932367530619,0.06727483325084521,Not Significant
XPO7,8.971533001178624,-0.4232350255624606,9.183150513959855,8.759915488397395,-3.277635283026674,0.005557564600694696,0.041827188758663515,Not Significant
SERPINA6,5.3374647401098665,-0.4232924080114824,5.549110944115608,5.125818536104125,-0.8469170332044984,0.42368182008407096,0.6750245495985276,Not Significant
